"Group","Species","dry_mass_g","Temp_C","centroid_temp","Mortality_yr"
"Mammal","Pusa_caspica",21500,13.2492657007021,NA,0.072
"Mammal","Pusa_caspica",21500,13.2492657007021,NA,0.053
"Mammal","Pusa_caspica",21500,13.2492657007021,NA,0.05
"Mammal","Pusa_caspica",21500,13.2492657007021,NA,0.05
"Mammal","Histriophoca_fasciata",22500,4.62508083741222,9.60161599402717,0.11
"Mammal","Histriophoca_fasciata",22500,4.62508083741222,9.60161599402717,0.084
"Mammal","Histriophoca_fasciata",22500,4.62508083741222,9.60161599402717,0.081
"Mammal","Pagophilus_groenlandicus",30000,2.92108017413584,6.75186591219349,0.087
"Mammal","Pagophilus_groenlandicus",30000,2.92108017413584,6.75186591219349,0.084
"Mammal","Pagophilus_groenlandicus",30000,2.92108017413584,6.75186591219349,0.084
"Mammal","Pusa_hispida",16250,1.37374156407232,0.915755340726869,0.063
"Mammal","Pusa_hispida",25000,1.37374156407232,0.915755340726869,0.063
"Mammal","Pusa_hispida",25000,1.37374156407232,0.915755340726869,0.058
"Mammal","Pusa_hispida",25000,1.37374156407232,0.915755340726869,0.058
"Mammal","Pusa_hispida",25000,1.37374156407232,0.915755340726869,0.055
"Mammal","Pusa_sibirica",25000,-1.44963564690799,-2.2,0.048
"Mammal","Pusa_sibirica",25000,-1.44963564690799,-2.2,0.045
"Mammal","Pusa_sibirica",25000,-1.44963564690799,-2.2,0.045
"Mammal","Phoca_vitulina",25000,7.48331308105696,3.5216301470424,0.097
"Mammal","Phoca_vitulina",25000,7.48331308105696,3.5216301470424,0.079
"Mammal","Phoca_vitulina",25000,7.48331308105696,3.5216301470424,0.074
"Mammal","Phoca_vitulina",25000,7.48331308105696,3.5216301470424,0.063
"Mammal","Phocoena_phocoena",12500,7.76223346710401,11.8272895770633,0.196
"Mammal","Phocoenoides_dalli",25000,11.4021087125125,16.0437438387854,0.149
"Mammal","Phocoenoides_dalli",25000,11.4021087125125,16.0437438387854,0.115
"Mammal","Physeter_macrocephalus",1e+07,19.0316955659091,25.7599834785664,0.033
"Mammal","Pithecia_pithecia",343.9,26.0646106632906,26,0.182
"Mammal","Pongo_pygmaeus",12500,26.1278615073617,26.6,0.072
"Mammal","Pongo_pygmaeus",12500,26.1278615073617,26.6,0.043
"Mammal","Pontoporia_blainvillei",10000,19.5049321154773,19.7270744299778,0.159
"Mammal","Potamochoerus_porcus",17500,24.9472511541929,23.3,0.169
"Mammal","Potamochoerus_porcus",17500,24.9472511541929,23.3,0.127
"Mammal","Potos_flavus",408.8,24.897567944144,26.9,0.087
"Mammal","Potos_flavus",408.8,24.897567944144,26.9,0.087
"Mammal","Priodontes_maximus",11340,25.3978412022704,26.4,0.169
"Mammal","Prionailurus_bengalensis",1250,17.2966529082341,8.9,0.169
"Mammal","Procavia_capensis",757.5,24.6672755146145,24.9,0.303
"Mammal","Procavia_capensis",757.5,24.6672755146145,24.9,0.182
"Mammal","Procyon_cancrivorus",1737,24.5040186178019,25.5,0.182
"Mammal","Procyon_lotor",1381,11.4707212546851,14.4,0.127
"Mammal","Proechimys_semispinosus",90.13,25.1435776583927,NA,1.429
"Mammal","Pseudocheirus_peregrinus",225,17.0248822096393,20.4,0.526
"Mammal","Pseudocheirus_peregrinus",225,17.0248822096393,20.4,0.435
"Mammal","Pseudois_nayaur",16000,-0.832130840966109,-5.6,0.105
"Mammal","Pseudorca_crassidens",340000,25.2008654551558,27.885914623151,0.115
"Mammal","Rangifer_tarandus",21510,-7.75130679527509,NA,0.323
"Mammal","Rangifer_tarandus",21510,-7.75130679527509,NA,0.256
"Mammal","Rangifer_tarandus",21510,-7.75130679527509,NA,0.169
"Mammal","Rangifer_tarandus",26250,-7.75130679527509,NA,0.076
"Mammal","Rangifer_tarandus",26250,-7.75130679527509,NA,0.076
"Mammal","Redunca_fulvorufula",7375,19.0689060183181,14.4,0.213
"Mammal","Rhinoceros_unicornis",4e+05,22.2330214248428,25,0.063
"Mammal","Rhinoceros_unicornis",4e+05,22.2330214248428,25,0.056
"Mammal","Rhinoceros_unicornis",4e+05,22.2330214248428,25,0.051
"Mammal","Rhynchocyon_chrysopygus",135,25.6890543232229,25.7,0.667
"Mammal","Rupicapra_rupicapra",8500,4.8806439980747,1.4,0.219
"Mammal","Rupicapra_rupicapra",8750,4.8806439980747,1.4,0.127
"Mammal","Syncerus_caffer",117300,23.5505461827899,20.1,0.026
"Mammal","Syncerus_caffer",117300,23.5505461827899,20.1,0.092
"Mammal","Syncerus_caffer",117300,23.5505461827899,20.1,0.03
"Mammal","Leontocebus_nigricollis",115.5,25.5509457210805,26.1,0.256
"Mammal","Saiga_tatarica",10000,7.84918303493742,7.1,0.256
"Mammal","Saiga_tatarica",10000,7.84918303493742,7.1,0.213
"Mammal","Saimiri_sciureus",185.8,25.8751132409772,25.6,0.12
"Mammal","Scalopus_aquaticus",22.81,13.7656063100093,14.6,0.909
"Mammal","Sciurus_carolinensis",126.6,11.1821885472251,11.7,0.204
"Mammal","Sciurus_carolinensis",126.6,11.1821885472251,11.7,0.108
"Mammal","Sciurus_carolinensis",126.6,11.1821885472251,11.7,0.107
"Mammal","Sciurus_vulgaris",75,-1.171888093357,0.3,0.213
"Mammal","Setonix_brachyurus",812.5,15.410144471791,14.8,0.256
"Mammal","Setonix_brachyurus",812.5,15.410144471791,14.8,0.256
"Mammal","Sicista_betulina",2.5,0.612499217639498,1.8,0.769
"Mammal","Sminthopsis_crassicaudata",3.75,19.9422559785521,21.2,2.381
"Mammal","Sminthopsis_crassicaudata",3.75,19.9422559785521,21.2,2
"Mammal","Sorex_alpinus",1.95,6.54713745629683,9.4,2.381
"Mammal","Sorex_araneus",2.5,1.43700028104108,3.1,1.429
"Mammal","Sorex_fumeus",1.925,7.167721723089,7.4,3.333
"Mammal","Sorex_minutus",1.125,2.7865999713815,4.8,1.429
"Mammal","Sorex_vagrans",1.106,6.46463907338328,4.2,2.381
"Mammal","Spilocuscus_maculatus",1600,24.115358039289,25.5,0.233
"Mammal","Stenella_attenuata",25000,25.5726838827437,25.95815808172,0.055
"Mammal","Stenella_coeruleoalba",25000,24.098674081068,26.2576991381327,0.05
"Mammal","Suncus_etruscus",0.45,18.9690688460894,24,2.381
"Mammal","Suncus_etruscus",0.45,18.9690688460894,24,1.429
"Mammal","Suncus_murinus",21.66,23.8324155774369,26.9,1.111
"Mammal","Sundamys_muelleri",106,25.6039097512064,23.3,10
"Mammal","Sus_scrofa",21560,12.2481647533929,-0.6,0.127
"Mammal","Sus_scrofa",21560,12.2481647533929,-0.6,0.12
"Mammal","Sylvilagus_floridanus",293.2,14.9019030141938,18.4,0.526
"Mammal","Sylvilagus_floridanus",293.2,14.9019030141938,18.4,0.526
"Mammal","Sylvilagus_floridanus",302.5,14.9019030141938,18.4,1.225
"Mammal","Syncerus_caffer",117300,23.5505461827899,20.1,0.026
"Mammal","Syncerus_caffer",145000,23.5505461827899,20.1,0.141
"Mammal","Syncerus_caffer",145000,23.5505461827899,20.1,0.097
"Mammal","Syncerus_caffer",145000,23.5505461827899,20.1,0.085
"Mammal","Talpa_europaea",22.5,6.07021753200541,6.8,0.909
"Mammal","Talpa_europaea",22.5,6.07021753200541,6.8,0.667
"Mammal","Tamias_striatus",27.98,7.97447836151781,8.4,0.909
"Mammal","Tamiasciurus_hudsonicus",47.5,0.499738481782847,0.7,0.437
"Mammal","Tapirus_indicus",50000,25.3194099510515,26.6,0.084
"Mammal","Tapirus_terrestris",51880,24.6705259500721,26.4,0.084
"Mammal","Tapirus_terrestris",51880,24.6705259500721,26.4,0.072
"Mammal","Tarsipes_rostratus",2.25,16.7338050888371,16.7,1.429
"Mammal","Tarsius_bancanus",30,25.6411513863586,23.3,0.323
"Mammal","Taxidea_taxus",1777,9.48980088048561,0.2,0.182
"Mammal","Taxidea_taxus",1777,9.48980088048561,0.2,0.182
"Mammal","Taxidea_taxus",1777,9.48980088048561,0.2,0.097
"Mammal","Tayassu_pecari",8058,24.5359824460998,26.4,0.192
"Mammal","Tayassu_pecari",8058,24.5359824460998,26.4,0.192
"Mammal","Tetracerus_quadricornis",4750,25.7741743170215,24.6,0.256
"Mammal","Theropithecus_gelada",4262,17.5933001934584,15.2,0.127
"Mammal","Thomomys_talpoides",32.52,4.83527065533326,4.4,1.852
"Mammal","Thryonomys_swinderianus",1015,23.3880945337162,24.8,0.617
"Mammal","Tragelaphus_imberbis",20390,25.3172301160654,26.6,0.256
"Mammal","Tragelaphus_imberbis",20390,25.3172301160654,26.6,0.169
"Mammal","Trichechus_inunguis",1e+05,26.3822847193786,26.8,0.084
"Mammal","Trichechus_manatus",62500,27.3964148438276,28.0012485493679,0.084
"Mammal","Trichosurus_caninus",875,17.862509671548,17,0.213
"Mammal","Trichosurus_caninus",875,17.862509671548,17,0.149
"Mammal","Trichosurus_caninus",875,17.862509671548,17,0.149
"Mammal","Trichosurus_vulpecula",662.5,20.5969058583067,23.1,0.196
"Mammal","Trichosurus_vulpecula",662.5,20.5969058583067,23.1,0.196
"Mammal","Tupaia_glis",37.5,26.121465782949,22.9,0.213
"Mammal","Tursiops_truncatus",43750,24.0381581102958,25.8710721165859,0.101
"Mammal","Tursiops_truncatus",43750,24.0381581102958,25.8710721165859,0.101
"Mammal","Tursiops_truncatus",43750,24.0381581102958,25.8710721165859,0.101
"Mammal","Ursus_arctos",34860,-0.993847656806516,-4.3,0.101
"Mammal","Ursus_arctos",34860,-0.993847656806516,-4.3,0.084
"Mammal","Vicugna_vicugna",11870,6.59268137550426,16.8,0.127
"Mammal","Vombatus_ursinus",6500,12.7354780770747,15.2,0.526
"Mammal","Vombatus_ursinus",6500,12.7354780770747,15.2,0.097
"Mammal","Vulpes_cana",250,18.3720202922211,17.4,0.256
"Mammal","Vulpes_chama",738.8,18.3785819612015,19.8,0.256
"Mammal","Vulpes_pallida",700,27.6005442621288,26.9,0.256
"Mammal","Vulpes_vulpes",1033,6.64498445158477,7.6,0.37
"Mammal","Vulpes_vulpes",1033,6.64498445158477,7.6,0.213
"Mammal","Vulpes_vulpes",1488,6.64498445158477,7.6,0.37
"Mammal","Vulpes_vulpes",1488,6.64498445158477,7.6,0.213
"Mammal","Vulpes_vulpes",1500,6.64498445158477,7.6,0.37
"Mammal","Vulpes_vulpes",1500,6.64498445158477,7.6,0.213
"Mammal","Wallabia_bicolor",3750,18.1301069471392,20.4,0.213
"Mammal","Wallabia_bicolor",3750,18.1301069471392,20.4,0.169
"Mammal","Zalophus_californianus",62500,19.7932565720551,22.6852062828424,0.149
"Bird","Accipiter_cooperii",109.8,12.0798244260398,13.4,0.213
"Bird","Accipiter_cooperii",132.3,12.0798244260398,13.4,0.244
"Bird","Accipiter_cooperii",132.3,12.0798244260398,13.4,0.345
"Bird","Accipiter_gentilis",256.1,1.31695383497394,1.5,0.133
"Bird","Accipiter_gentilis",256.1,1.31695383497394,1.5,0.133
"Bird","Accipiter_gentilis",256.1,1.31695383497394,1.5,0.196
"Bird","Accipiter_gentilis",284.3,1.31695383497394,1.5,0.196
"Bird","Accipiter_gentilis",284.3,1.31695383497394,1.5,0.199
"Bird","Accipiter_nisus",50.5,7.42205259464822,-1.5,0.201
"Bird","Accipiter_nisus",59.38,7.42205259464822,-1.5,0.169
"Bird","Accipiter_nisus",59.38,7.42205259464822,-1.5,0.164
"Bird","Accipiter_striatus",43.5,11.1197939068872,26.2,0.262
"Bird","Acridotheres_cristatellus",28.25,17.5945362578554,16.2,0.228
"Bird","Aechmophorus_occidentalis",369.3,13.2133462058539,-0.4,0.394
"Bird","Aechmophorus_occidentalis",369.3,13.2133462058539,-0.4,0.182
"Bird","Aegolius_acadicus",20.71,8.37656442509077,6.6,0.35
"Bird","Aegolius_acadicus",20.71,8.37656442509077,6.6,0.355
"Bird","Aegolius_acadicus",20.71,8.37656442509077,6.6,0.37
"Bird","Aegolius_funereus",33.5,-2.23158103477713,4.7,0.233
"Bird","Aegolius_funereus",33.5,-2.23158103477713,4.7,0.794
"Bird","Aeronautes_saxatalis",8.025,13.7460631285622,17.4,0.459
"Bird","Aethia_cristatella",66,7.17254288466282,5.2,0.34
"Bird","Aethia_pusilla",21,6.52371462870911,7,0.602
"Bird","Agelaius_phoeniceus",15.9,8.21554392982913,13.9,0.161
"Bird","Aimophila_aestivalis",4.913,17.72491875648,18.4,0.909
"Bird","Aimophila_quinquestriata",4.763,18.7951060967588,16.1,0.667
"Bird","Aimophila_ruficeps",4.675,16.3124182587903,18.6,0.847
"Bird","Aix_sponsa",62,10.0196109774957,13.1,0.112
"Bird","Aix_sponsa",62,10.0196109774957,13.1,0.144
"Bird","Alca_torda",179.8,10.2967625983054,NA,0.407
"Bird","Alca_torda",179.8,10.2967625983054,NA,0.42
"Bird","Ammodramus_caudacutus",4.45,15.6578439394151,NA,0.435
"Bird","Ammodramus_caudacutus",5.175,15.6578439394151,NA,0.256
"Bird","Ammodramus_maritimus",5.575,18.3058027749548,18.1,0.286
"Bird","Ammodramus_maritimus",5.813,18.3058027749548,18.1,0.289
"Bird","Ammodramus_maritimus",6.05,18.3058027749548,18.1,0.286
"Bird","Ammodramus_savannarum",4.25,13.9135054500737,9.1,0.877
"Bird","Amphispiza_bilineata",3.375,15.8185867105102,17.5,0.435
"Bird","Anas_acuta",258.8,7.8690911943332,-1.2,0.119
"Bird","Anas_acuta",258.8,7.8690911943332,-1.2,0.123
"Bird","Anas_americana",179.8,6.99114284377014,0.5,0.119
"Bird","Anas_americana",198,6.99114284377014,0.5,0.286
"Bird","Anas_clypeata",159,9.06932498595281,0.9,0.153
"Bird","Anas_crecca",79.5,7.71751591693165,-0.5,0.123
"Bird","Anas_crecca",91,7.71751591693165,-0.5,0.125
"Bird","Anas_cyanoptera",102,13.5452330535794,NA,0.198
"Bird","Anas_discors",90.75,11.4860315548586,5.6,0.113
"Bird","Anas_discors",102.3,11.4860315548586,5.6,0.146
"Bird","Anas_fulvigula",242,18.3599123463343,22.1,0.196
"Bird","Anas_fulvigula",257.5,18.3599123463343,22.1,0.19
"Bird","Anas_penelope",204.8,6.28425878155043,-5.4,0.299
"Bird","Anas_platyrhynchos",270.5,5.53861839134647,6.4,0.087
"Bird","Anas_platyrhynchos",270.5,5.53861839134647,6.4,0.108
"Bird","Anas_platyrhynchos",270.5,5.53861839134647,6.4,0.123
"Bird","Anas_rubripes",350,5.87939929378703,-1,0.096
"Bird","Anas_strepera",247.5,10.7759268010163,2.6,0.13
"Bird","Anas_strepera",247.5,10.7759268010163,2.6,0.143
"Bird","Anhinga_anhinga",308.8,24.3545879626555,26.5,0.215
"Bird","Anous_minutus",29.75,25.6019868095203,NA,0.116
"Bird","Anous_stolidus",49.5,26.0059377470456,NA,0.101
"Bird","Anous_tenuirostris",27.75,25.927048756383,NA,0.158
"Bird","Anser_albifrons",614,1.10271478754625,-15.6,0.113
"Bird","Anser_albifrons",614,1.10271478754625,-15.6,0.125
"Bird","Anser_albifrons",675.8,1.10271478754625,-15.6,0.113
"Bird","Anser_brachyrhynchus",661.3,-4.55247347708428,NA,0.115
"Bird","Chen_caerulescens",657.6,2.35737555230073,3,0.095
"Bird","Chen_caerulescens",657.6,2.35737555230073,3,0.103
"Bird","Chen_caerulescens",657.6,2.35737555230073,3,0.13
"Bird","Chen_canagica",685.8,-5.95006815064675,3.7,0.286
"Bird","Chen_canagica",685.8,-5.95006815064675,3.7,0.413
"Bird","Chen_rossii",419.8,6.60180125666279,7.6,0.118
"Bird","Chen_rossii",419.8,6.60180125666279,7.6,0.129
"Bird","Anthus_rubescens",5.213,2.6136049475232,NA,0.515
"Bird","Anthus_spinoletta",5.975,12.3993102120553,19.6,0.515
"Bird","Aphelocoma_coerulescens",20.05,22.1083431150863,22.3,0.161
"Bird","Aphelocoma_ultramarina",31,15.9804356360458,15.5,0.133
"Bird","Aphelocoma_ultramarina",31,15.9804356360458,15.5,0.144
"Bird","Aphelocoma_ultramarina",31,15.9804356360458,15.5,0.237
"Bird","Aquila_audax",875,21.6575591633604,21.5,0.442
"Bird","Aquila_chrysaetos",869.3,2.99020948433,2.7,0.148
"Bird","Aquila_chrysaetos",1049,2.99020948433,2.7,0.066
"Bird","Aquila_chrysaetos",1049,2.99020948433,2.7,0.098
"Bird","Aquila_chrysaetos",1049,2.99020948433,2.7,0.246
"Bird","Aquila_pomarina",342.5,18.3794457341525,21.7,0.097
"Bird","Aquila_wahlbergi",160,24.0367604578485,25.8,0.216
"Bird","Archilochus_colubris",0.7875,13.0640447463928,9.9,0.286
"Bird","Archilochus_colubris",0.825,13.0640447463928,9.9,0.413
"Bird","Ardea_herodias",597.5,10.9611469820724,13.6,0.108
"Bird","Arenaria_interpres",28.75,15.8008176599635,NA,0.178
"Bird","Asio_flammeus",86.63,6.46673248554113,-0.6,0.198
"Bird","Asio_otus",65.5,5.93670497041181,4.7,0.091
"Bird","Athene_cunicularia",38.75,16.4661361392324,24.9,0.296
"Bird","Auriparus_flaviceps",1.7,18.7373295676173,18.9,0.467
"Bird","Aythya_affinis",212.5,8.71478441406563,1.4,0.139
"Bird","Aythya_americana",205.3,10.2754935735972,7.2,0.118
"Bird","Aythya_collaris",182.5,8.99042154804025,-0.2,0.124
"Bird","Aythya_collaris",182.5,8.99042154804025,-0.2,0.157
"Bird","Aythya_marila",233,-4.08452435824481,-11.5,0.139
"Bird","Aythya_valisineria",185.8,8.97610481421004,16.8,0.113
"Bird","Bartramia_longicauda",37.63,19.2272310538578,26.6,0.505
"Bird","Bombycilla_cedrorum",7.963,10.4263876602777,20.4,0.37
"Bird","Bombycilla_garrulus",14.1,0.975473820840532,4.2,0.45
"Bird","Bonasa_umbellus",133,1.18488238727835,0.9,0.303
"Bird","Bonasa_umbellus",144.1,1.18488238727835,0.9,0.34
"Bird","Botaurus_lentiginosus",176.5,8.92768759082432,3.7,0.311
"Bird","Botaurus_lentiginosus",176.5,8.92768759082432,3.7,0.323
"Bird","Branta_bernicla",325,-5.58887442158949,NA,0.153
"Bird","Branta_bernicla",307.5,-5.58887442158949,NA,0.117
"Bird","Branta_bernicla",342.5,-5.58887442158949,NA,0.098
"Bird","Branta_canadensis",828.5,3.86909893138855,-2.1,0.108
"Bird","Branta_canadensis",953.5,3.86909893138855,-2.1,0.104
"Bird","Bubo_virginianus",385.8,11.2861632884387,NA,0.123
"Bird","Bubo_virginianus",385.8,11.2861632884387,NA,0.147
"Bird","Bubulcus_ibis",84.5,21.1865663863166,24.3,0.11
"Bird","Bubulcus_ibis",84.5,21.1865663863166,24.3,0.149
"Bird","Bucephala_albeola",83.5,7.14396437382905,12.9,0.222
"Bird","Bucephala_albeola",118.3,7.14396437382905,12.9,0.171
"Bird","Bucephala_albeola",118.3,7.14396437382905,12.9,0.204
"Bird","Bucephala_clangula",200,1.8810535036035,-0.5,0.213
"Bird","Bucephala_clangula",225,1.8810535036035,-0.5,0.178
"Bird","Bucephala_clangula",250,1.8810535036035,-0.5,0.233
"Bird","Bucephala_islandica",272.5,1.29337168712985,4.3,0.166
"Bird","Bulweria_bulwerii",24.75,25.0302862419063,25.7,0.115
"Bird","Butastur_indicus",99.25,17.9011762822327,26.2,0.303
"Bird","Buteo_buteo",218.8,11.8286063889369,3,0.101
"Bird","Buteo_buteo",218.8,11.8286063889369,3,0.1
"Bird","Buteo_jamaicensis",281.5,8.16357458395611,0.1,0.118
"Bird","Buteo_jamaicensis",281.5,8.16357458395611,0.1,0.118
"Bird","Buteo_jamaicensis",281.5,8.16357458395611,0.1,0.128
"Bird","Buteo_lagopus",239,-0.000623007572813573,-1.8,0.141
"Bird","Buteo_lagopus",239,-0.000623007572813573,-1.8,0.235
"Bird","Buteo_lagopus",266.3,-0.000623007572813573,-1.8,0.142
"Bird","Buteo_lineatus",139.8,13.8982475308958,15.4,0.127
"Bird","Buteo_lineatus",139.8,13.8982475308958,15.4,0.127
"Bird","Buteo_regalis",286.3,11.2951120191734,5.6,0.127
"Bird","Buteo_regalis",286.3,11.2951120191734,5.6,0.16
"Bird","Buteo_swainsoni",247.1,14.3570055724576,25.7,0.159
"Bird","Buteo_swainsoni",247.1,14.3570055724576,25.7,0.16
"Bird","Buteogallus_anthracinus",249,22.7850541029981,26.9,0.189
"Bird","Butorides_striata",53,21.781643783597,NA,0.327
"Bird","Calamospiza_melanocorys",9.4,12.7204734869681,5.2,0.667
"Bird","Calcarius_lapponicus",6.825,-0.704190341137507,NA,0.526
"Bird","Calcarius_pictus",0.625,0.239553076887319,-0.1,0.526
"Bird","Calcarius_pictus",6.075,0.239553076887319,-0.1,0.667
"Bird","Calidris_alba",14.25,16.987464942731,NA,0.195
"Bird","Calidris_alba",14.25,16.987464942731,NA,0.495
"Bird","Calidris_alpina",23,6.30750251755991,4.8,0.206
"Bird","Calidris_alpina",23,6.30750251755991,4.8,0.276
"Bird","Calidris_canutus",34.25,11.5665370304912,-8.9,0.251
"Bird","Calidris_canutus",34.25,11.5665370304912,-8.9,0.42
"Bird","Calidris_fuscicollis",8.675,14.1974044083703,28.1,0.37
"Bird","Calidris_mauri",5.825,17.6280881203943,NA,0.279
"Bird","Calidris_melanotos",20.35,13.52105564941,NA,0.442
"Bird","Calidris_minutilla",5.8,10.3570812366055,7.3,0.159
"Bird","Calidris_minutilla",5.8,10.3570812366055,7.3,0.159
"Bird","Calidris_minutilla",5.8,10.3570812366055,7.3,0.226
"Bird","Calidris_ptilocnemis",19.91,1.1744947954426,2.1,0.355
"Bird","Calidris_pusilla",7.825,3.86816110754357,6.4,0.213
"Bird","Callipepla_californica",43.25,10.9903852915234,9.1,0.376
"Bird","Callipepla_gambelii",42.5,17.1627752902723,20.1,0.35
"Bird","Calypte_anna",1,12.4389088934355,9.7,0.435
"Bird","Calypte_anna",1.05,12.4389088934355,9.7,0.413
"Bird","Camptostoma_imberbe",1.85,21.7349805376968,25.8,0.549
"Bird","Campylorhynchus_brunneicapillus",9.725,18.6188104137116,18.9,0.413
"Bird","Caprimulgus_vociferus",13.24,12.4598154058812,9.3,0.667
"Bird","Cardellina_rubrifrons",2.45,16.8787491624795,13.4,0.909
"Bird","Cardinalis_cardinalis",10.98,14.8923355786424,16.3,0.161
"Bird","Cardinalis_sinuatus",9.175,18.9380466870477,18.3,0.45
"Bird","Carduelis_flammea",3.25,-1.2386511168616,9.8,0.45
"Bird","Carduelis_pinus",3.65,7.51032827357861,14.2,0.273
"Bird","Carduelis_psaltria",2.375,15.7270640793509,13.6,0.459
"Bird","Carduelis_tristis",3.225,9.50521036171819,10.6,0.233
"Bird","Carduelis_tristis",3.225,9.50521036171819,10.6,0.276
"Bird","Carpodacus_cassinii",6.625,9.60478157420554,6.8,0.37
"Bird","Carpodacus_mexicanus",5.35,12.9574137259021,7.2,0.22
"Bird","Carpodacus_mexicanus",5.35,12.9574137259021,7.2,2.941
"Bird","Carpodacus_purpureus",6.225,7.16716331544884,-0.7,0.216
"Bird","Cathartes_aura",3668,18.4916094518181,26.1,0.151
"Bird","Catharus_fuscescens",7.8,17.3767260045732,26.8,0.254
"Bird","Catharus_guttatus",7.75,7.34270735421566,2.9,0.296
"Bird","Catharus_minimus",8.2,8.73442299655045,10,0.355
"Bird","Catharus_ustulatus",7.7,17.269042499228,24.9,0.254
"Bird","Catoptrophorus_semipalmatus",53.75,13.5700175113177,7.3,0.289
"Bird","Cepphus_columba",121.8,7.1628932712963,9.3,0.182
"Bird","Cepphus_columba",121.8,7.1628932712963,9.3,0.216
"Bird","Cepphus_columba",121.8,7.1628932712963,9.3,0.276
"Bird","Cepphus_grylle",101.3,3.98314138004622,NA,0.211
"Bird","Cerorhinca_monocerata",130,12.49434747405,-4.9,0.35
"Bird","Cerorhinca_monocerata",130,12.49434747405,-4.9,0.42
"Bird","Certhia_familiaris",2.25,2.43755320508736,1.9,0.575
"Bird","Chaetura_vauxi",4.275,14.1924882306453,2.7,0.515
"Bird","Chaetura_pelagica",5.9,16.748817208235,11,0.182
"Bird","Charadrius_alexandrinus",10.35,16.3260644560281,9.1,0.169
"Bird","Charadrius_alexandrinus",10.35,16.3260644560281,9.1,0.233
"Bird","Charadrius_alexandrinus",10.35,16.3260644560281,9.1,0.37
"Bird","Charadrius_melodus",13.8,8.23909511991762,4.5,0.182
"Bird","Charadrius_melodus",13.8,8.23909511991762,4.5,0.233
"Bird","Charadrius_semipalmatus",11.69,3.19824245766352,5.6,0.314
"Bird","Charadrius_vociferus",24.14,9.77583702455885,1.8,0.235
"Bird","Chlidonias_niger",16.33,9.70165853035074,5.5,0.147
"Bird","Chlidonias_niger",16.33,9.70165853035074,5.5,0.307
"Bird","Chondestes_grammacus",7.25,12.8311875542359,9.4,0.331
"Bird","Chordeiles_minor",15.38,16.299243954,9,0.286
"Bird","Ciconia_ciconia",868.3,20.551962384718,24.5,0.076
"Bird","Ciconia_nigra",750,12.322549444305,3.3,0.141
"Bird","Cinclus_mexicanus",15.25,2.33056252323704,NA,0.515
"Bird","Circaetus_cinereus",512,23.6995422932634,24.7,0.382
"Bird","Circaetus_gallicus",425.8,17.4173747782548,9.9,0.147
"Bird","Circaetus_gallicus",425.8,17.4173747782548,9.9,0.149
"Bird","Circus_aeruginosus",156.9,16.3049520154967,5.8,0.152
"Bird","Circus_aeruginosus",156.9,16.3049520154967,5.8,0.155
"Bird","Circus_aeruginosus",156.9,16.3049520154967,5.8,0.139
"Bird","Circus_cyaneus",108.9,6.04627547286885,0,0.155
"Bird","Circus_cyaneus",108.9,6.04627547286885,0,0.159
"Bird","Clangula_hyemalis",203.5,-6.39710275687009,-10.6,0.163
"Bird","Clangula_hyemalis",233,-6.39710275687009,-10.6,0.166
"Bird","Coccyzus_americanus",16,21.5009586243378,25.2,0.526
"Bird","Coccyzus_erythropthalmus",12.78,15.3094814772083,8.2,0.526
"Bird","Colaptes_auratus",33,4.78540388017246,-0.3,0.204
"Bird","Colaptes_auratus",33,4.78540388017246,-0.3,0.279
"Bird","Colaptes_auratus",33,4.78540388017246,-0.3,0.34
"Bird","Colaptes_auratus",33,4.78540388017246,-0.3,0.388
"Bird","Colinus_virginianus",44.5,15.423544751236,16.8,0.407
"Bird","Patagioenas_fasciata",85.63,14.6304331299538,18,0.137
"Bird","Patagioenas_fasciata",85.63,14.6304331299538,18,0.164
"Bird","Patagioenas_leucocephala",61.75,24.5676016496527,25.7,0.177
"Bird","Patagioenas_leucocephala",61.75,24.5676016496527,25.7,0.209
"Bird","Patagioenas_leucocephala",61.75,24.5676016496527,25.7,0.311
"Bird","Columba_livia",88.63,13.3756556540697,11.2,0.435
"Bird","Columbina_inca",11.88,19.391865374056,20.9,0.331
"Bird","Columbina_passerina",7.525,23.8381295544175,15.2,0.36
"Bird","Columbina_passerina",7.525,23.8381295544175,15.2,0.427
"Bird","Contopus_cooperi",8.025,13.661192866666,3.4,0.365
"Bird","Contopus_cooperi",8.025,13.661192866666,3.4,0.442
"Bird","Contopus_sordidulus",3.2,13.7695646096787,8.1,0.427
"Bird","Contopus_virens",3.525,19.5314221412047,11.4,0.365
"Bird","Coragyps_atratus",520.1,21.5723893327164,26.2,0.099
"Bird","Corvus_brachyrhynchos",112,6.47229321042705,12.7,0.174
"Bird","Corvus_brachyrhynchos",112,6.47229321042705,12.7,0.185
"Bird","Corvus_caurinus",97.88,3.72161888657882,7.3,0.199
"Bird","Corvus_corax",299.8,1.04998010909493,2,0.192
"Bird","Corvus_cryptoleucus",133.5,18.3737712069525,19.4,0.204
"Bird","Corvus_ossifragus",71.25,16.8652191975632,16.2,0.175
"Bird","Cyanocitta_cristata",21.7,9.02902765256748,11.2,0.139
"Bird","Cyanocitta_cristata",21.7,9.02902765256748,11.2,0.156
"Bird","Cyanocitta_stelleri",32,8.72477371723801,7.7,0.158
"Bird","Cyanocitta_stelleri",32,8.72477371723801,7.7,0.233
